major_heading,minor_heading,text,speaker,person_id,date,current_party,matched
Neonatal Care (Leave and Pay) Bill,,"I am sorry, but I cannot sit here and listen to the Minister saying that his Government are not eroding workers’ rights. They are literally bringing forward legislation to prevent workers from using their fundamental right to withhold their labour and go on strike. As any worker knows, that is the last armour that workers have to protect themselves. If the Government are not eroding workers’ rights, what are they doing?",Alex Davies-Jones,uk.org.publicwhip/person/25824,2023-01-20,Labour,True
Neonatal Care (Leave and Pay) Bill,,"We can have a good debate about this a week on Monday, but the Opposition parties seem to be arguing simultaneously that minimum service levels exist across Europe, that strikes are happening across Europe, and that the two things are incompatible. Clearly we are not taking away the right to strike: we know that nurses have voted to strike on 7 and  8 February . We are simply saying, “Yes, you can strike, but put a voluntary agreement in place to have minimum service levels,” as the nurses do—a derogation, as they call it. The two things are not incompatible.",Kevin Hollinrake,uk.org.publicwhip/person/25415,2023-01-20,Conservative,True
Fairness at Work and Power in Communities,,"It is a pleasure to follow  the hon. Member for Enfield North (Feryal Clark) . I will concentrate much of my speech on employment, which is ironic, given the collective industrial action that appears to be taking place on the Conservative Benches. I just hope that the ballot was conducted in a legal way. I may be alone in this, but I am disappointed that  the hon. Member for Ipswich (Tom Hunt)  is no longer in his place. The anti-immigration rhetoric that he was using is in stark contrast to the reality of the situation. I do not believe that any human being is illegal. When we use words like “illegal” about fellow human beings, we are on very dangerous ground indeed. In stark contrast, though, I have been in tears of joy over the past few days, but I can assure Members that it is not over the Queen’s Speech. I am delighted to say that it is over the great news of the council elections. As you know, Mr Deputy Speaker, the good people of Glasgow South West are among the most sophisticated electorate in these islands. In the Greater Pollok ward, they hit it out of the park. They have elected the great Roza Salih, who becomes the first refugee elected as a councillor in Scotland. What a wonderful achievement that is for this “brilliant young woman”, as the First Minister of Scotland said. This is someone who has served with distinction in the Glasgow South West constituency office. She was so good that she has been promoted twice: she is currently the office manager, and has helped to serve constituents diligently. She will make a fantastic councillor. Is that not something, when we hear the rhetoric from some on the Government Benches about “immigrants”? They use this anti-immigrant language, when we have a brilliant young woman who is now engaging in public service. That is why I want asylum seekers to be given the right to work. The Blair Government made a mistake when they stopped asylum seekers having the right to work. It is absolutely scandalous that we allow asylum seekers to live on the equivalent of what I was earning as a youth trainee with Strathclyde Regional Council 30 years ago. It is not right. After a period of time—say, six months—asylum seekers should have the right to work and make their contribution to this economy.",Chris Stephens,uk.org.publicwhip/person/25306,2022-05-12,Scottish National Party,True
Fairness at Work and Power in Communities,,"I pay tribute first of all to Her Majesty the Queen. It was a great sorrow to me that she was not able to give the Gracious Speech in person earlier this week. We have been privileged to live in the Elizabethan age. Most Members of Parliament serve many sovereigns; we have had the privilege of only serving one. The Elizabethan age began as one of upheaval after the second world war. It became an age of opportunity and equality with the Labour Government and the equalities Acts from the 1960s. Now, however, it is becoming an age of insecurity—insecurity of income, insecurity of housing and insecurity in health, food and work. Since the Prime Minister boasted last year that the UK was the fastest-growing economy in the G7, it has become the slowest-growing economy in the first quarter of this year. Indeed, we now find that we are the fastest-shrinking economy. We have gone from 0.8% growth at the beginning of this year to -0.1%. That is a shrinking economy. The Bank of England projects 10% inflation by the end of the year. Meanwhile, real wages have been falling and 2 million people are going without food for more than a day, sometimes because they do not have the money to buy it, sometimes because they do not have the money to cook it and sometimes because they do not have the will to take it out of the mouths of their children. [Interruption.] It is shameful, as my hon. Friends say. We are the fifth-richest economy in the world, and it is shameful. Let us examine these insecurities. This year’s Queen’s Speech, coming from any Government with any compassion, would have put at its core a right to food, as my hon. Friend  the Member for Liverpool, West Derby (Ian Byrne)  has been calling for for months. That should have been at the very centre of the Gracious Speech, because we cannot feel that we are doing our job as politicians, and I hope that Government Ministers feel that they cannot be doing their job as a Government, when there are people facing hunger on that scale in our country and when so many of our fellow citizens—millions—are reliant on food banks. This is not the Britain that we should aspire to be part of, and it is certainly not the Britain that any Government Minister should aspire to be a Minister in charge of. The insecurity in income is extreme, and it has been exacerbated by the fact that, even on the Government’s own figures, 900,000 individuals, many of whom have disabilities, will become worse off as a result of the transition from legacy benefits to universal credit. That is why the Government should have had at the heart of the Gracious Speech the need to restore the £20 cut to universal credit to protect the income of those adversely affected and to make sure that any recovery was not on the backs of the poor. There is insecurity in work. This debate is entitled “Fairness at Work and Power in Communities”. Well, as so many of my colleagues have said, the gaping hole at the centre of the Queen’s Speech is the fact that there is no employment Bill, promised 20 times by Government Ministers—no legislative solution. I almost felt sorry for the Minister who opened the debate, because, as must have been obvious to so many of us, he was  embarrassed because he knew that what had been committed to—what had been promised—had just slipped away, and he knew that he had no power to do anything about it. But there are people in the Government, in the Cabinet, who did have the power to do something about it, and they failed. These choices should have been made in the Queen’s Speech to protect people in work. This week, 127 people at Richmond upon Thames College—the entire teaching staff—were told, “You’re fired unless you sign a new contract taking 10 days off your entitlement. Go away and think about it.” Of course, because of the trade union legislation it was not possible for the union to fight back immediately—it had to consult, ballot and notify. But it has balloted, and, on an 88% turnout, 97% voted in favour of strike action, because the situation is disgraceful. Yet the management of the college are now calling in those workers one by one, putting pressure on them by saying, “What are you going to do if you don’t have a job because you’re failing to sign this new contract? What are you going to do at the end of the week if you can’t pay your rent or feed your kids—if you’re one of those people who need to use food banks?” That is the pressure that is being put on people by insecurity in employment. That is why all the things that my hon. Friend  the Member for Middlesbrough (Andy McDonald)  talked about—all the things that he put together in the employment rights green paper—are so vital if we want to have equality and fairness at work, as the title of this debate says we should. We do not have it; we need to. There is insecurity in health. I tabled an amendment to the Queen’s Speech in which I talked of the 6.1 million people who have been referred to a consultant and are waiting for treatment. Today that figure was uprated by 300,000, with now 6.4 million people who have been referred to a consultant still waiting for treatment, over 2 million of them waiting more than the 18-week maximum period and 300,000 waiting for more than a year. When the Minister winds up, let them not say that this is because of the pandemic, because we already knew that it was building up. The figure was 4.43 million before the pandemic even started—and that was because of a decade of underfunding of our health service. We have insecurity of income, we have insecurity at work, we have insecurity in health, and we have insecurity in housing. How many times have we had to stand in this Chamber and talk about the plight of those trapped in accommodation where there are known fire safety defects? They are unable to move on with their lives, unable to sell— partly because the EWS1 forms but not only that—unable even to get insurance on their properties, and being charged through the nose by unscrupulous managing agents for scaffolding or waking watches. They wait just to get on with their lives. They cannot have a new child because they do not have the bedroom space. They cannot separate if they want to get divorced. They cannot move to go to a new job. Their lives are frozen because of the failure of the Government to act. The insecurity that climate change puts over all our lives needs to be tackled in a comprehensive housing policy. For all the talk about a windfall tax—and we should talk about it—the cheapest energy is the energy that we do not use, so we should insulate the 19 million homes that need insulation. The Government have known this for years. Every Select Committee of this House  has told them what to do and there has been complete inaction. Where in the Gracious Address is the real sense of commitment to tackling this as part of the housing crisis? There has been a 38% rise in street homelessness and a net loss of 22,000 social homes across England. We need the Government to tackle the housing crisis. Looking to the second part of the debate’s title—“Power in Communities”—how do we give power to communities? By making their lives secure and by enabling them to stand up for themselves. That means having security of income and security of health, and it means someone having the security of having a home they are confident in, where they do not feel trapped and in danger. Power is something that resides in land. It is extraordinary that 1,000 years on from the Domesday Book in 1086, half of the land of the United Kingdom is still owned by fewer than 6,000 individuals. That is why we urgently need land reform. I was delighted when  the right hon. Member for North Somerset (Dr Fox)  this morning agreed with me that we need reform of the Land Compensation Act 1961 so that councils can buy land at a price closer to its existing value, rather than its hoped-for value. That would free up land in this country for housing, but we need to go much further. We need to look at what Milton Friedman—quoted by the right hon. Member this morning—described as the “least bad tax”. He was referring to the land value tax. Unless we challenge the 1,000-year land ownership that has given so few people in this country the power over their communities—I note that one such magnate spoke earlier in the debate—and give that power back to the people through a genuine programme of land reform, we will not have the right to talk about power in communities and fairness in our society.",Barry Gardiner,uk.org.publicwhip/person/10220,2022-05-12,Labour,True
Fairness at Work and Power in Communities,,"I will concentrate my remarks on fairness at work. I am more than happy to declare my entry in the Register of Members’ Financial Interests: I am a proud member, and indeed the chair, of the Unite parliamentary group and a proud associate member of many trade union groups. I believe that working conditions and fairness at work are a reflection of the power balance in society. I recall that, just before Prorogation, the Chancellor reacted angrily to questions about his own family’s finances, but at kitchen tables in my constituency in the north-east of England they are not talking about offshore trusts and bank accounts in the Cayman islands. The talk among families at kitchen tables in east Durham is about increasing fuel prices, the cost of living, higher prices for food and other staple items, and having to pay more tax. There does not seem to be much discussion about hiding assets in offshore tax accounts. Of course, the Government could help, but they choose not to. Politics, and party politics in particular, is about choices. I was quite impressed by the Government’s pledge, in response to the Gracious Speech, to make the United Kingdom the best possible place in which to live and work, but the facts belie that. We have had over 12 years of Conservative government. Many Conservative Members refer back to the last Labour Government, but I think it reasonable to assume that if the Conservatives had any intention of actually improving the quality of life, particularly for working people, there were ample opportunities to achieve that over a period of 12 years. I was incredibly disappointed that, despite numerous assurances given to me and to my good friend  the hon. Member for Glasgow South West (Chris Stephens) , my hon. Friend—and good friend— the Member for Middlesbrough (Andy McDonald)  and my hon. Friend the Member for Brent North (Barry Gardiner)  that an employment Bill would be included in the Queen’s Speech, that has not happened. There are 38 Bills, but sadly there is nothing for workers. I think that fairness at work means being paid enough to be able to participate in the economy, and to buy your own food rather than being dependent on food banks. When my parents were small—my mother is celebrating her 86th birthday today, and I wish her a happy birthday—there were soup kitchens. Those have now been replaced by food banks. I do not think that food banks are a sign of economic success; I think that they are a sign of economic failure. Sadly, they also confirm that work does not always pay. There are many people in insecure, low-paid work who, sadly, are having to rely on food banks in order to put food on the table and feed their families. I think that job security means being able to turn on the heating without being worried about whether you can afford the bill, or being able to give your child  access to decent clothing, housing or even the internet. These are not luxuries; they are the basic essentials of a functioning modern economy in the 21st century. As a trade unionist, I believe that good businesses—and there are many examples of good businesses—should be standing side by side with their employees, as budget pressures and higher inflation are likely to lead to more industrial disputes and higher pay demands. People who are in work will obviously try to secure better pay rises. There have been opportunities for the Government to act. On many occasions the Under-Secretary of State for Business, Energy and Industrial Strategy,  the hon. Member for Sutton and Cheam (Paul Scully) , who opened the debate, has condemned the bully-boy tactics of fire and rehire and unscrupulous employers. But then, incredibly, he himself talked out the private Member’s Bill introduced by my hon. Friend the Member for Brent North, who is no longer in the Chamber. I am delighted to learn that Lord Woodley has been successful in the private Members’ Bill ballot in the other place, so there will be another opportunity to raise this issue. We have had strong words from the Government, but sadly no action. We have witnessed the disgrace of P&O Ferries sacking British workers, breaking our laws and hiring private security firms to manhandle seafarers off the ships. The Queen’s Speech delivers the harbours (seafarers remuneration) Bill, but one thing it has been able to do is to unite the unions, the ports and the employers in criticising this plan as ineffective and unworkable. When the Transport Secretary said that he would “stop at nothing” in order to take P&O Ferries to task for its blatant disregard of UK employment legislation, I do not think any of us actually expected him to do nothing. We thought he would do something. This shows that the rich and powerful can break the law with impunity, whether it is the senior management of P&O or the Prime Minister, because it seems to many people that the system is built to protect the powerful and ignore their wrongdoing. Meanwhile, many working families in communities such as mine in Easington are struggling. Police officers’ retirement plans are in tatters because of Government pension changes, and prison officers are leaving their jobs every day because of the terrible pay and the awful and reducing terms and conditions.  The hon. Member for Watford (Dean Russell)  expressed regret about the Government’s failure to support his Tips Bill. I also want to express regret that the Government did not support my Bill on prison violence, which aimed to place a duty on the Prison Service and the probation service, including private operators, to minimise violence in the workplace.",Grahame Morris,uk.org.publicwhip/person/24715,2022-05-12,Labour,True
Falklands War: 40th Anniversary,,"I am grateful to my hon. Friend. The great ocean city of Plymouth has an important story to tell in the context of the Falkland Islands conflict, and he makes an important point about the huge contribution made by civilians. Those who step forward to serve in the armed forces do so knowing that they are backed by the outstanding efforts of the hundreds of thousands of good men and women who serve as civilians. My hon. Friend is a doughty champion for them and makes an important point, and I am grateful to him for doing so. We should also reflect on the terrible suffering endured by the Welsh Guards on the Royal Fleet Auxilliary Sir Galahad, and on the hard-won victory of the Scots Guards on Mount Tumbledown. I am always enthralled by what the Gurkhas, recruited from south Asia, made of their deployment to the south Atlantic. The Special Air Service and the Special Boat Service played a crucial role, but much of their heroism remains untold. As  the hon. Member for Bracknell (James Sunderland)  rightly said a moment ago, we should also remember and commemorate the hardship experienced by Argentine forces, who lost 649 personnel. I hope the House will understand why I now wish to speak primarily about the legacy left by the forefathers in my own regiment—a legacy that my generation and those that followed attempted to live up to. The Paras who went down south occupy a legendary place in the annals of airborne history—none more so than the platoon sergeant of 4 platoon, B company, 3 Para, Sergeant Ian McKay. Sergeant McKay was born in Wortley, Barnsley, and his story is still recounted and learned by every single fledging paratrooper to this day. Marica McKay, Ian’s widow, remembers that it began when her late husband sat down for dinner one evening in their home and the phone rang: “I put his dinner in a Tupperware container and he went straight away. He just said, ‘I’ve got to go.’” With that, Ian and his comrades prepared to set sail. Intensive training was conducted on the voyage: signals, weapons, fitness, medical and fieldcraft over and over again until the battalion arrived six weeks later at Port San Carlos. After assuming defensive positions, 3 Para were ordered to move to Teal Inlet— the first leg of a 60-mile gruelling march under brutal conditions. They would then advance to set up a headquarters for the assault on Mount Longdon—part of a three-phase plan to capture Port Stanley and end the war. The battle for Mount Longdon was ferocious, chaotic and bloody. The accounts of close-quarter combat are among the most violent ever recorded. The ground had been occupied for weeks by Argentine forces. They were dug-in and well-defended by machine guns, mortars and artillery. All approaches had been mined. Despite the threat, it was an era when body armour was not issued. The only protection provided was parachute helmets—great when a soldier smacked their head after a heavy landing, practically useless in a gun fight or mortar strike. If they did get hit, wounded soldiers might have to wait 10 hours for evacuation. One Army surgeon from the campaign later compared the casualty evacuation procedure of the Falklands to the first world war and even to the Boer war. It was not just the enemy with which 3 Para had to contend. The June South Atlantic weather is an unforgiving, unrelenting beast, as Mr Speaker will no doubt recently have observed. The second-hand winter clothing that was issued belonged in the bargain bin of an Army surplus stores, not on the backs of some of our most elite troops. Icy rain and biting wind swept across the barren landscape, quickly forcing temperatures well below zero. Some of the most robust collapsed with exposure and exhaustion. As times go, they were tremendously hard. None the less, overcoming such adversity is what is demanded of those who wear the coveted maroon beret. It is impossible to put into words the courage, selflessness and valour displayed by Sergeant McKay in the dark, cold early hours of the morning of  12 June  1982 on Mount Longdon. His citation is as close as we will get, so I would like to take the opportunity to share part of it with the House: “The enemy fire was still both heavy and accurate, and the position of the platoons was becoming increasingly hazardous. Taking Sergeant McKay, a corporal and a few others, and covered by supporting machine gun fire, the platoon commander  moved forward to reconnoitre the enemy positions, but was hit by a bullet in the leg, and command devolved upon Sergeant McKay. It was clear that instant action was needed if the advance was not to falter and increasing casualties to ensue. Sergeant McKay decided to convert this reconnaissance into an attack in order to eliminate the enemy positions. He was in no doubt of the strength and deployment of the enemy as he undertook this attack. He issued orders, and, taking three men with him, broke cover and charged the enemy position. The assault was met by a hail of fire. The corporal was seriously wounded, a private killed and another wounded. Despite these losses, Sergeant McKay, with complete disregard for his own safety, continued to charge the enemy position alone. On reaching it, he despatched the enemy with grenades, thereby relieving the position of the beleaguered 4 and 5 platoons, who were now able to redeploy with relative safety. Sergeant McKay, however, was killed at the moment of victory, his body falling on the bunker. Without doubt, Sergeant McKay’s action retrieved a most dangerous situation and was instrumental in ensuring the success of the attack. His was a coolly calculated act, the dangers of which must have been all too apparent to him beforehand. Undeterred, he performed with outstanding selflessness, perseverance and courage. With a complete disregard for his own safety, he displayed courage and leadership of the highest order, and was an inspiration to all those around him.” Sergeant McKay was an inspiration not just to all those around him, but to every paratrooper who came after him, myself included. The war was over two days later. He was subsequently awarded a Victoria Cross, one of only two recipients in the campaign. The other award, also posthumous, went to Lieutenant Colonel “H” Jones, commanding officer of 2 Para, for his valour at Goose Green days earlier. There were, of course, countless acts of extraordinary bravery that were not formally recognised, not least the actions of Corporal Stewart McLaughlin, also killed in action on Mount Longdon. My hon. Friend  the Member for Wallasey (Dame Angela Eagle) , who is not able to be with us this evening, has long championed ending that oversight. Yesterday marked 40 years since Sergeant McKay relinquished his chance to go home so that others could. On the memorial erected at the spot at which he fell are inscribed the immortal words from the Gospel of John: “Greater love hath no man than this, that a man lay down his life for his friends.” Never were those words more fitting. While at sea, Sergeant McKay wrote a letter to a friend to say: “I have no intention of taking any risks and getting killed. If I do, then it will be to protect my men, to save lives.” To write such a thing is one matter; to act when the moment arrives is quite another, but that is exactly what Sergeant McKay did. Today, 40 years on, we recognise Sergeant McKay’s sacrifice and the sacrifice of everyone who fell during the Falklands conflict. We pay tribute to all those who went down south, and we stand with the many who still bear the scars of the conflict. It is a debt we can never repay, but one that we must always remember.",Dan Jarvis,uk.org.publicwhip/person/25067,2022-06-13,Labour,True
UK-Taiwan Friendship and Co-operation,,"I agree with the hon. Gentleman. China believes it is in the ascendancy and needs simply to wait it out until the UK and the US lose their ability to maintain an international rules-based order, and then it can occupy Taiwan. He puts it very well when he says that we too are watching and we too will wait, and we will stand by our allies. He is absolutely right that we need a cross-party approach, and I believe that under the chairmanship of my hon. Friend  the Member for Tonbridge and Malling (Tom Tugendhat)  we see exactly that on the Foreign Affairs Committee. The current tensions in Taiwan must be seen for what they are: the direct result of the emergence of democracy and the Chinese Communist party’s own insecurity about a modern, successful and democratic Chinese society. When people ask why we should care about an island on the other side of the globe, the answer is simple. Taiwan represents the best of democracy, and the United Kingdom must always take the side of democracy and our friends who are trying to uphold its values. Over the past few years, we in this House have watched with dismay as the Chinese Communist party has stripped away the freedoms and liberties of our friends in Hong Kong. The implementation of the national security law has transformed a vibrant and open society into a repressive, Orwellian nightmare, where a teenager faces prison for voicing slightly critical views on social media. While we all mourn the loss of those freedoms, I urge hon. Members not to fall into a state of resignation; our friends in Taiwan need more than that. Therefore, I will discuss three areas that bind the interests of the United Kingdom to Taiwan: further economic co-operation, international recognition, and security and regional stability. The UK and Taiwan already enjoy a fruitful trading relationship: £7.2 billion of goods and services were exchanged in 2020 alone. Taiwan, as we all know, is the leading producer of semiconductor chips, the micro-engines of our modern world. From mobile phones to the fighter planes that make up the Royal Air Force, the importance of those chips cannot be overstated, but there has been a shortage in recent years, leading both the European Union and USA to implement strategies to maintain their access. We must do the same. Sensing an opportunity, the Chinese Communist party is already moving to try to dominate this market, although I suspect it will not be able to because of the high-quality workmanship needed to create the chips. Only last year, China purchased the UK’s largest producer of semiconductor chips, Newport Wafer Fab. I opposed the takeover, as did the Foreign Affairs Committee, and I urge the Government to continue to do more to protect industries of special national interest. We cannot be selling them off. We must seek to produce, to protect our own production capabilities and to foster trading relationships with democracies that will protect supply chains. A trade deal with Taiwan would not only ensure access to semiconductor chips, but help the UK to achieve our net zero targets without compromising on our morals. In my Rutland and Melton constituency there is a 2,175-acre solar plant proposed on good agricultural land, which is being developed by a de facto Chinese company with supply chains reaching into Xinjiang, the site of the Chinese Communist party’s genocide. I will not see Rutland’s soil tainted by mass human rights atrocities. I urge the Government to pursue a bilateral trade deal, because we know Taiwan produces quality solar panels free of Uyghur blood labour. Taiwan is a country committed to net zero by 2050, producing high-quality green technology, and it shares our democratic morals. What better partner for a trade deal? Let us strike one and begin to develop the alternative supply chains we need to free Taiwan and to a lesser extent ourselves from economic reliance on the Chinese mainland. Let us focus on high-quality technologies and renewables. There is opportunity for us and for them. The UK is also in the process of joining the comprehensive and progressive agreement for trans-Pacific partnership. We have recognised the shift in global wealth and power towards the Indo-Pacific, and global Britain is rightly stepping up to that. As we pivot towards Asia, however, we must have someone to lean on. Taiwan could play an important role there. We are all aware of the limitations placed on Taiwan globally: despite having the 21st largest economy and a population of 24 million, it is still barred from meaningful participation in much of the international order. Although tens of millions of passengers pass through its airports, Taiwan has not been represented at the International Civil Aviation Organization since 2014. That is illogical, and the UK must support its readmittance to that body.",Alicia Kearns,uk.org.publicwhip/person/25906,2022-02-10,Conservative,True
"Foreign, Commonwealth and Development Office",Topical Questions,"Last Wednesday marked the fifth anniversary of the Colombian peace agreement, but human rights abuses continue at an appalling rate. Particularly worrying are the more than 100 instances of eye trauma, mostly people being blinded as a result of police firing projectiles at protestors during the national strikes earlier this year. What assessment has the Secretary of State made of the Colombian Government’s investigations into this brutal police strategy against people who were exercising their democratic rights?",Kate Osborne,uk.org.publicwhip/person/25794,2021-11-30,Labour,True
Treasury,Topical Questions,"Last week, over 100,000 civil servants from the Public and Commercial Services Union voted to take industrial action following attacks on their jobs. For the first time ever, the Royal College of Nursing has voted to strike over pay. Lecturers, health workers, teachers, postal and transport workers—all people who aim to support this country—are suffering because of the cost of living crisis and the former Prime Minister’s £30 billion ideological rant. The autumn statement needs to show that working people are being listened to. Will it do that, or will it just punish them?",Sarah Champion,uk.org.publicwhip/person/25168,2022-11-15,Labour,True
Management of the Economy and Ministerial Severance Payments,,"Indeed; we are all the poorer for this folly and we will all be paying the price for many years to come. And where was the Prime Minister during all this? He did not say a word; I did not hear anything from him about why this was wrong. He kept silent and kept his cards close, playing the game, waiting for the opportunity to strike. But now it is his responsibility to clear this mess up and he had better do that. While the markets have now begun to stabilise a little, the damage has already been done for many, with those coming off fixed-rate mortgages facing payment increases of five to seven times their current deal and some being shut out of the housing market entirely. Anyone on a fixed rate, and that is many of us, will be looking ahead in despair and fear over the next 12 to 18 months at what their mortgage payments will be. Martin Lewis has warned about a ticking timebomb; it is indeed a timebomb and, worse still, this did not need to happen at all. The impact is not solely on those with mortgages. In my constituency, the pressure on the private rental sector is extremely high, which has already contributed to increasing rents. It is now impossible to secure a three-bed family property for less than £900 a month, which is about 50% of the average income in the constituency. I am already hearing from landlords who cannot afford to continue to rent out their properties without drastically hiking the rents, something many of them know is simply not realistic. They are therefore selling their properties, which will reduce the number of available properties in the private sector and push up rents again. Other landlords are now considering issuing section 21 notices to their tenants, because they know that if they relet the tenancies they can get 20% to 30% extra on the rents; that will push yet more people into homelessness. Finally I want to say a few words about a group who, sadly, know only too well the impact of high mortgage rates: mortgage prisoners who have been trapped on standard variable rates for years. A constituent of mine is facing the 14th year on such a rate, and in October his mortgage increased once again by £100 a month. In 2021, he was on a fixed rate of 4.54%, double the average two-year fixed rate deal available at the time. Through no fault of his own, my constituent is limited in the mortgage products he can access and while the amendment to the Financial Services and Markets Bill would have capped mortgage prisoners’ SVRs and ensured access to fixed-rate deals under certain circumstances, the Government chose to vote that down. The measures introduced to provide switching options were found to have a limited effect by the Financial Conduct Authority, and with the contraction of mortgage products, hope for mortgage prisoners is now at an all-time low. They have experienced for years the issues that are now widespread in society, leading to frustration from many that their plight was met with little coverage or understanding when it could have been addressed and mortgage rates were historically low. I recognise those frustrations. The Government also must ensure that any measures cover not just mortgage prisoners but other people who are trapped in their homes. Many leaseholders with unsafe cladding or other fire defects, and those with egregious ground rent clauses that make the properties unsellable, will see their costs increase due to interest rates going up, but they will not even have the choice of being able to sell their properties because a lack of Government regulation has let them down by leaving them in a home that they do not really own but they cannot leave. That is a wrong that it is taking far too long to put right.",Justin Madders,uk.org.publicwhip/person/25378,2022-11-15,Labour,True
Treasury,Poverty Levels in Scotland,"The Joseph Rowntree Foundation found that, by October this year, one in five households in Scotland had already had to go without food or without heat because they could not afford both—and that was before the recent severe cold snap. The JRF also described the Scottish child payment, introduced by an SNP Government, as “a watershed moment in tackling poverty”. Does the Minister have any plans to speak to the Scottish Government to find out how the Scottish child payment works so it can be introduced here? Who knows—they might give him some tips on how to avoid a nurse’s strike at the same time.",Peter Grant,uk.org.publicwhip/person/25273,2022-12-20,Scottish National Party,True
Treasury,Public Spending: Value for Money,"Figures suggest that at least £3 billion has been spent on agency staff in the civil service over the past three years, plugging the gaps in our public sector at a huge premium to employment agencies. With Public and Commercial Services Union members in the civil service now out on strike for fair pay and terms and conditions, and thousands of contingency staff already drafted in to break the strikes, can the Minister say how much this dispute is costing the taxpayer? Does he agree that it is a false economy not to give these dedicated public servants a decent cost of living pay rise?",Mary Glindon,uk.org.publicwhip/person/24927,2022-12-20,Labour,True
Treasury,Public Spending: Value for Money,"Strikes are obviously very regrettable, and we as Ministers work closely with civil servants day in, day out, and we very much value the contribution they make to government. I will be looking carefully with Secretaries of State in the coming weeks at efficiencies across government and how we can get the economy, the country and public finances in the best possible place as we move forward through the pay review round next year.",John Glen,uk.org.publicwhip/person/24839,2022-12-20,Conservative,True
Treasury,Topical Questions,"Further to my previous question on best value in the public sector, can the Minister confirm how much money the civil service strike is costing the taxpayer and whether any cost-benefit analysis has been carried out on the merits of giving civil servants a decent pay rise?",Mary Glindon,uk.org.publicwhip/person/24927,2022-12-20,Labour,True
Treasury,Topical Questions,The cost of strikes is always regrettable. It is regrettable to those who rely on the services that those individuals deliver.,John Glen,uk.org.publicwhip/person/24839,2022-12-20,Conservative,True
Treasury,Topical Questions,"I refer to my entry in the Register of Members’ Financial Interests. The Chancellor knows that a workforce plan cannot work if the Government cannot retain staff in the NHS. We cannot retain staff in the NHS if we do not pay them—that is why they are out on strike today. Will the Chancellor, instead of hiding behind the pay review body, admit that the Government set the remit for the pay review body? The only way to end this dispute is for Government to sit down with the trade unions and negotiate.",Rachael Maskell,uk.org.publicwhip/person/25433,2022-12-20,Labour/Co-operative,True
Service Family Accommodation,,"The hon. Gentleman asks, quite fairly, whether I think that the contractors are meeting their requirements. We are absolutely clear that they are not meeting their requirements. Indeed, that is why a rectification plan was imposed as long ago as September; it was clear that there were some fundamental issues going wrong. I have spoken about the IT issues, but also, candidly, there were not enough people in the call centre. I think Pinnacle had 14 people, although that has now been increased to 60. I get that there has been some snow and ice, but not biblical levels of snow and ice; these are things the contractors should have accounted for and prepared for. The hon. Gentleman asks whether the contract is value for money, and no, at the moment I do not think it is. If the contractors performed, it would be a perfectly sensible contract, but I reiterate: over and above the annual amount, we must ensure there is the £350 million of support to get ahead of this problem, so that we can have a well-maintained service family accommodation estate that does not run into problems in the first place. I am pleased to note that there is £76 million targeted towards improving thermal efficiency—to you and me, Mr Speaker, that means boilers, insulation and so on—which again will resolve some of these issues. There are lessons to be learned, candidly, and I am clear about that. One thing that must be investigated is how this contract was entered into. Was it the case that some people were—how can I put it?—a little economical with the actualité when indicating what they could provide by way of support and IT? What did they say and when? We need—[Interruption.] Of course we should also look at the due diligence; that is a fair point as well. The hon. Gentleman made a political point at the beginning, and I hope he will forgive me for saying this: it is true that a lot is being asked of our troops at Christmas, including to fill in for jobs that others are not doing. I urge him to join the Government in saying that those going on strike should call those strikes off so that our troops can get the Christmas they deserve.",Alex Chalk,uk.org.publicwhip/person/25340,2022-12-20,Conservative,True
