published_date,newspaper_line,NEGATIVE,POSITIVE
2022-05-01,Daily Mirror,0,0
2022-05-01,Metro,0,0
2022-05-01,The Daily Telegraph,0,0
2022-05-01,The Guardian,0,0
2022-05-01,The Independent,0,2
2022-05-01,The Sun,0,0
2022-05-01,The Times and The Sunday Times,0,0
2022-05-02,Daily Mail and Mail on Sunday,1,0
2022-05-02,Daily Mirror,0,0
2022-05-02,Metro,0,0
2022-05-02,The Daily Telegraph,0,0
2022-05-02,The Guardian,0,0
2022-05-02,The Independent,0,1
2022-05-02,The Sun,0,0
2022-05-02,The Times and The Sunday Times,0,0
2022-05-03,Daily Mail and Mail on Sunday,1,0
2022-05-03,Daily Mirror,0,0
2022-05-03,Metro,0,0
2022-05-03,The Daily Telegraph,1,0
2022-05-03,The Guardian,0,1
2022-05-03,The Independent,2,0
2022-05-03,The Sun,0,0
2022-05-03,The Times and The Sunday Times,1,1
2022-05-04,Daily Mail and Mail on Sunday,3,1
2022-05-04,Daily Mirror,0,0
2022-05-04,Metro,0,0
2022-05-04,The Daily Telegraph,0,0
2022-05-04,The Guardian,0,1
2022-05-04,The Independent,2,2
2022-05-04,The Sun,0,0
2022-05-04,The Times and The Sunday Times,0,1
2022-05-05,Daily Mail and Mail on Sunday,0,0
2022-05-05,Daily Mirror,1,0
2022-05-05,Metro,0,0
2022-05-05,The Daily Telegraph,1,0
2022-05-05,The Guardian,0,1
2022-05-05,The Independent,0,1
2022-05-05,The Sun,0,0
2022-05-05,The Times and The Sunday Times,0,0
2022-05-06,Daily Mail and Mail on Sunday,0,0
2022-05-06,Daily Mirror,0,1
2022-05-06,Metro,0,0
2022-05-06,The Daily Telegraph,0,0
2022-05-06,The Guardian,0,2
2022-05-06,The Independent,0,7
2022-05-06,The Sun,0,0
2022-05-06,The Times and The Sunday Times,0,0
2022-05-07,Daily Mail and Mail on Sunday,1,0
2022-05-07,Daily Mirror,1,0
2022-05-07,Metro,0,0
2022-05-07,The Daily Telegraph,0,0
2022-05-07,The Guardian,0,0
2022-05-07,The Independent,0,3
2022-05-07,The Sun,0,0
2022-05-07,The Times and The Sunday Times,0,0
2022-05-08,Daily Mail and Mail on Sunday,1,0
2022-05-08,Daily Mirror,0,1
2022-05-08,Metro,0,0
2022-05-08,The Daily Telegraph,0,0
2022-05-08,The Guardian,0,0
2022-05-08,The Independent,0,0
2022-05-08,The Sun,0,0
2022-05-08,The Times and The Sunday Times,0,1
2022-05-09,Daily Mail and Mail on Sunday,0,0
2022-05-09,Daily Mirror,0,0
2022-05-09,Metro,0,0
2022-05-09,The Daily Telegraph,0,0
2022-05-09,The Guardian,0,0
2022-05-09,The Independent,1,1
2022-05-09,The Sun,0,0
2022-05-09,The Times and The Sunday Times,1,1
2022-05-10,Daily Mail and Mail on Sunday,2,0
2022-05-10,Daily Mirror,0,0
2022-05-10,Metro,0,0
2022-05-10,The Daily Telegraph,0,0
2022-05-10,The Guardian,1,0
2022-05-10,The Independent,2,0
2022-05-10,The Sun,0,1
2022-05-10,The Times and The Sunday Times,0,0
2022-05-11,Daily Mail and Mail on Sunday,0,0
2022-05-11,Daily Mirror,0,0
2022-05-11,Metro,0,0
2022-05-11,The Daily Telegraph,1,0
2022-05-11,The Guardian,1,0
2022-05-11,The Independent,1,0
2022-05-11,The Sun,0,0
2022-05-11,The Times and The Sunday Times,0,0
2022-05-12,Daily Mail and Mail on Sunday,0,0
2022-05-12,Daily Mirror,1,0
2022-05-12,Metro,0,0
2022-05-12,The Daily Telegraph,1,0
2022-05-12,The Guardian,0,0
2022-05-12,The Independent,1,1
2022-05-12,The Sun,0,0
2022-05-12,The Times and The Sunday Times,1,0
2022-05-13,Daily Mail and Mail on Sunday,1,0
2022-05-13,Daily Mirror,0,0
2022-05-13,Metro,0,0
2022-05-13,The Daily Telegraph,0,0
2022-05-13,The Guardian,1,1
2022-05-13,The Independent,2,1
2022-05-13,The Sun,0,0
2022-05-13,The Times and The Sunday Times,0,0
2022-05-14,Daily Mail and Mail on Sunday,1,0
2022-05-14,Daily Mirror,0,0
2022-05-14,Metro,0,0
2022-05-14,The Daily Telegraph,2,0
2022-05-14,The Guardian,0,1
2022-05-14,The Independent,2,0
2022-05-14,The Sun,0,0
2022-05-14,The Times and The Sunday Times,2,0
2022-05-15,Daily Mail and Mail on Sunday,1,0
2022-05-15,Daily Mirror,0,0
2022-05-15,Metro,0,0
2022-05-15,The Daily Telegraph,0,0
2022-05-15,The Guardian,1,0
2022-05-15,The Independent,2,0
2022-05-15,The Sun,0,0
2022-05-15,The Times and The Sunday Times,1,0
2022-05-16,Daily Mail and Mail on Sunday,0,0
2022-05-16,Daily Mirror,0,0
2022-05-16,Metro,0,0
2022-05-16,The Daily Telegraph,0,0
2022-05-16,The Guardian,2,0
2022-05-16,The Independent,1,1
2022-05-16,The Sun,0,0
2022-05-16,The Times and The Sunday Times,0,0
2022-05-17,Daily Mail and Mail on Sunday,0,0
2022-05-17,Daily Mirror,0,1
2022-05-17,Metro,0,0
2022-05-17,The Daily Telegraph,0,1
2022-05-17,The Guardian,0,0
2022-05-17,The Independent,2,1
2022-05-17,The Sun,0,0
2022-05-17,The Times and The Sunday Times,1,0
2022-05-18,Daily Mail and Mail on Sunday,1,0
2022-05-18,Daily Mirror,0,0
2022-05-18,Metro,0,0
2022-05-18,The Daily Telegraph,0,0
2022-05-18,The Guardian,0,2
2022-05-18,The Independent,1,1
2022-05-18,The Sun,0,0
2022-05-18,The Times and The Sunday Times,0,2
2022-05-19,Daily Mail and Mail on Sunday,2,0
2022-05-19,Daily Mirror,0,0
2022-05-19,Metro,2,0
2022-05-19,The Daily Telegraph,1,1
2022-05-19,The Guardian,1,0
2022-05-19,The Independent,0,5
2022-05-19,The Sun,1,0
2022-05-19,The Times and The Sunday Times,2,0
2022-05-20,Daily Mail and Mail on Sunday,1,0
2022-05-20,Daily Mirror,2,0
2022-05-20,Metro,1,0
2022-05-20,The Daily Telegraph,2,0
2022-05-20,The Guardian,1,1
2022-05-20,The Independent,0,4
2022-05-20,The Sun,0,0
2022-05-20,The Times and The Sunday Times,2,0
2022-05-21,Daily Mail and Mail on Sunday,1,0
2022-05-21,Daily Mirror,1,0
2022-05-21,Metro,0,0
2022-05-21,The Daily Telegraph,0,1
2022-05-21,The Guardian,1,0
2022-05-21,The Independent,0,0
2022-05-21,The Sun,1,0
2022-05-21,The Times and The Sunday Times,2,0
2022-05-22,Daily Mail and Mail on Sunday,5,0
2022-05-22,Daily Mirror,0,0
2022-05-22,Metro,0,0
2022-05-22,The Daily Telegraph,0,0
2022-05-22,The Guardian,2,0
2022-05-22,The Independent,1,1
2022-05-22,The Sun,1,1
2022-05-22,The Times and The Sunday Times,3,2
2022-05-23,Daily Mail and Mail on Sunday,1,0
2022-05-23,Daily Mirror,0,2
2022-05-23,Metro,0,0
2022-05-23,The Daily Telegraph,1,1
2022-05-23,The Guardian,2,1
2022-05-23,The Independent,1,1
2022-05-23,The Sun,0,0
2022-05-23,The Times and The Sunday Times,1,1
2022-05-24,Daily Mail and Mail on Sunday,2,0
2022-05-24,Daily Mirror,0,0
2022-05-24,Metro,1,0
2022-05-24,The Daily Telegraph,3,0
2022-05-24,The Guardian,2,0
2022-05-24,The Independent,2,0
2022-05-24,The Sun,5,0
2022-05-24,The Times and The Sunday Times,1,0
2022-05-25,Daily Mail and Mail on Sunday,2,3
2022-05-25,Daily Mirror,0,1
2022-05-25,Metro,0,0
2022-05-25,The Daily Telegraph,3,2
2022-05-25,The Guardian,1,0
2022-05-25,The Independent,2,2
2022-05-25,The Sun,1,0
2022-05-25,The Times and The Sunday Times,1,2
2022-05-26,Daily Mail and Mail on Sunday,0,1
2022-05-26,Daily Mirror,3,0
2022-05-26,Metro,0,0
2022-05-26,The Daily Telegraph,0,0
2022-05-26,The Guardian,0,0
2022-05-26,The Independent,0,0
2022-05-26,The Sun,0,2
2022-05-26,The Times and The Sunday Times,2,0
2022-05-27,Daily Mail and Mail on Sunday,1,0
2022-05-27,Daily Mirror,1,2
2022-05-27,Metro,0,0
2022-05-27,The Daily Telegraph,1,0
2022-05-27,The Guardian,0,1
2022-05-27,The Independent,1,1
2022-05-27,The Sun,0,0
2022-05-27,The Times and The Sunday Times,2,0
2022-05-28,Daily Mail and Mail on Sunday,2,0
2022-05-28,Daily Mirror,0,0
2022-05-28,Metro,0,0
2022-05-28,The Daily Telegraph,0,0
2022-05-28,The Guardian,0,0
2022-05-28,The Independent,0,0
2022-05-28,The Sun,0,1
2022-05-28,The Times and The Sunday Times,2,1
2022-05-29,Daily Mail and Mail on Sunday,0,2
2022-05-29,Daily Mirror,1,1
2022-05-29,Metro,0,0
2022-05-29,The Daily Telegraph,0,0
2022-05-29,The Guardian,0,0
2022-05-29,The Independent,0,0
2022-05-29,The Sun,2,0
2022-05-29,The Times and The Sunday Times,0,2
2022-05-30,Daily Mail and Mail on Sunday,2,1
2022-05-30,Daily Mirror,0,0
2022-05-30,Metro,2,0
2022-05-30,The Daily Telegraph,1,0
2022-05-30,The Guardian,1,1
2022-05-30,The Independent,2,0
2022-05-30,The Sun,1,0
2022-05-30,The Times and The Sunday Times,2,0
2022-05-31,Daily Mail and Mail on Sunday,0,0
2022-05-31,Daily Mirror,0,0
2022-05-31,Metro,0,0
2022-05-31,The Daily Telegraph,1,0
2022-05-31,The Guardian,1,1
2022-05-31,The Independent,1,1
2022-05-31,The Sun,1,0
2022-05-31,The Times and The Sunday Times,2,0
2022-06-01,Daily Mail and Mail on Sunday,0,0
2022-06-01,Daily Mirror,0,0
2022-06-01,Metro,0,0
2022-06-01,The Daily Telegraph,1,0
2022-06-01,The Guardian,1,0
2022-06-01,The Independent,0,0
2022-06-01,The Sun,0,0
2022-06-01,The Times and The Sunday Times,1,1
2022-06-02,Daily Mail and Mail on Sunday,1,0
2022-06-02,Daily Mirror,0,0
2022-06-02,Metro,0,0
2022-06-02,The Daily Telegraph,1,0
2022-06-02,The Guardian,1,1
2022-06-02,The Independent,0,0
2022-06-02,The Sun,1,0
2022-06-02,The Times and The Sunday Times,1,0
2022-06-03,Daily Mail and Mail on Sunday,0,0
2022-06-03,Daily Mirror,0,0
2022-06-03,Metro,0,0
2022-06-03,The Daily Telegraph,0,0
2022-06-03,The Guardian,0,2
2022-06-03,The Independent,2,0
2022-06-03,The Sun,0,0
2022-06-03,The Times and The Sunday Times,3,0
2022-06-04,Daily Mail and Mail on Sunday,0,0
2022-06-04,Daily Mirror,1,0
2022-06-04,Metro,0,0
2022-06-04,The Daily Telegraph,0,0
2022-06-04,The Guardian,0,1
2022-06-04,The Independent,2,1
2022-06-04,The Sun,1,0
2022-06-04,The Times and The Sunday Times,0,0
2022-06-05,Daily Mail and Mail on Sunday,0,1
2022-06-05,Daily Mirror,0,0
2022-06-05,Metro,0,0
2022-06-05,The Daily Telegraph,0,0
2022-06-05,The Guardian,1,0
2022-06-05,The Independent,3,2
2022-06-05,The Sun,1,0
2022-06-05,The Times and The Sunday Times,0,1
2022-06-06,Daily Mail and Mail on Sunday,0,0
2022-06-06,Daily Mirror,0,0
2022-06-06,Metro,0,0
2022-06-06,The Daily Telegraph,2,0
2022-06-06,The Guardian,3,0
2022-06-06,The Independent,3,4
2022-06-06,The Sun,0,0
2022-06-06,The Times and The Sunday Times,1,0
2022-06-07,Daily Mail and Mail on Sunday,0,0
2022-06-07,Daily Mirror,0,0
2022-06-07,Metro,0,1
2022-06-07,The Daily Telegraph,1,1
2022-06-07,The Guardian,4,1
2022-06-07,The Independent,1,3
2022-06-07,The Sun,1,0
2022-06-07,The Times and The Sunday Times,0,0
2022-06-08,Daily Mail and Mail on Sunday,3,0
2022-06-08,Daily Mirror,3,0
2022-06-08,Metro,2,0
2022-06-08,The Daily Telegraph,1,0
2022-06-08,The Guardian,3,0
2022-06-08,The Independent,7,2
2022-06-08,The Sun,0,0
2022-06-08,The Times and The Sunday Times,2,0
2022-06-09,Daily Mail and Mail on Sunday,0,2
2022-06-09,Daily Mirror,1,0
2022-06-09,Metro,3,0
2022-06-09,The Daily Telegraph,3,0
2022-06-09,The Guardian,4,1
2022-06-09,The Independent,3,1
2022-06-09,The Sun,1,1
2022-06-09,The Times and The Sunday Times,6,1
2022-06-10,Daily Mail and Mail on Sunday,2,0
2022-06-10,Daily Mirror,1,1
2022-06-10,Metro,4,0
2022-06-10,The Daily Telegraph,2,3
2022-06-10,The Guardian,1,0
2022-06-10,The Independent,1,1
2022-06-10,The Sun,1,0
2022-06-10,The Times and The Sunday Times,3,2
2022-06-11,Daily Mail and Mail on Sunday,2,1
2022-06-11,Daily Mirror,1,0
2022-06-11,Metro,0,0
2022-06-11,The Daily Telegraph,4,2
2022-06-11,The Guardian,1,0
2022-06-11,The Independent,2,1
2022-06-11,The Sun,2,0
2022-06-11,The Times and The Sunday Times,6,0
2022-06-12,Daily Mail and Mail on Sunday,2,1
2022-06-12,Daily Mirror,1,0
2022-06-12,Metro,0,0
2022-06-12,The Daily Telegraph,0,0
2022-06-12,The Guardian,1,0
2022-06-12,The Independent,2,0
2022-06-12,The Sun,3,2
2022-06-12,The Times and The Sunday Times,3,1
2022-06-13,Daily Mail and Mail on Sunday,3,0
2022-06-13,Daily Mirror,0,0
2022-06-13,Metro,2,0
2022-06-13,The Daily Telegraph,3,0
2022-06-13,The Guardian,1,0
2022-06-13,The Independent,2,0
2022-06-13,The Sun,1,0
2022-06-13,The Times and The Sunday Times,3,0
2022-06-14,Daily Mail and Mail on Sunday,0,1
2022-06-14,Daily Mirror,4,0
2022-06-14,Metro,0,0
2022-06-14,The Daily Telegraph,2,0
2022-06-14,The Guardian,1,0
2022-06-14,The Independent,2,1
2022-06-14,The Sun,0,1
2022-06-14,The Times and The Sunday Times,1,0
2022-06-15,Daily Mail and Mail on Sunday,1,0
2022-06-15,Daily Mirror,1,0
2022-06-15,Metro,1,0
2022-06-15,The Daily Telegraph,1,0
2022-06-15,The Guardian,4,1
2022-06-15,The Independent,4,1
2022-06-15,The Sun,0,0
2022-06-15,The Times and The Sunday Times,1,0
2022-06-16,Daily Mail and Mail on Sunday,2,1
2022-06-16,Daily Mirror,2,0
2022-06-16,Metro,2,0
2022-06-16,The Daily Telegraph,5,2
2022-06-16,The Guardian,2,0
2022-06-16,The Independent,2,0
2022-06-16,The Sun,2,1
2022-06-16,The Times and The Sunday Times,5,1
2022-06-17,Daily Mail and Mail on Sunday,4,0
2022-06-17,Daily Mirror,0,1
2022-06-17,Metro,1,0
2022-06-17,The Daily Telegraph,4,0
2022-06-17,The Guardian,0,0
2022-06-17,The Independent,7,3
2022-06-17,The Sun,0,0
2022-06-17,The Times and The Sunday Times,2,5
2022-06-18,Daily Mail and Mail on Sunday,2,0
2022-06-18,Daily Mirror,1,1
2022-06-18,Metro,0,0
2022-06-18,The Daily Telegraph,4,1
2022-06-18,The Guardian,1,0
2022-06-18,The Independent,2,2
2022-06-18,The Sun,0,0
2022-06-18,The Times and The Sunday Times,6,4
2022-06-19,Daily Mail and Mail on Sunday,3,0
2022-06-19,Daily Mirror,0,0
2022-06-19,Metro,0,0
2022-06-19,The Daily Telegraph,0,0
2022-06-19,The Guardian,2,0
2022-06-19,The Independent,5,4
2022-06-19,The Sun,4,0
2022-06-19,The Times and The Sunday Times,3,0
2022-06-20,Daily Mail and Mail on Sunday,4,0
2022-06-20,Daily Mirror,4,0
2022-06-20,Metro,2,0
2022-06-20,The Daily Telegraph,7,0
2022-06-20,The Guardian,5,3
2022-06-20,The Independent,17,3
2022-06-20,The Sun,5,1
2022-06-20,The Times and The Sunday Times,5,0
2022-06-21,Daily Mail and Mail on Sunday,5,0
2022-06-21,Daily Mirror,5,2
2022-06-21,Metro,3,0
2022-06-21,The Daily Telegraph,5,1
2022-06-21,The Guardian,12,2
2022-06-21,The Independent,17,8
2022-06-21,The Sun,4,0
2022-06-21,The Times and The Sunday Times,6,2
2022-06-22,Daily Mail and Mail on Sunday,5,0
2022-06-22,Daily Mirror,7,0
2022-06-22,Metro,2,1
2022-06-22,The Daily Telegraph,9,2
2022-06-22,The Guardian,11,2
2022-06-22,The Independent,10,11
2022-06-22,The Sun,6,0
2022-06-22,The Times and The Sunday Times,6,4
2022-06-23,Daily Mail and Mail on Sunday,6,2
2022-06-23,Daily Mirror,4,0
2022-06-23,Metro,1,0
2022-06-23,The Daily Telegraph,1,1
2022-06-23,The Guardian,6,5
2022-06-23,The Independent,11,9
2022-06-23,The Sun,1,0
2022-06-23,The Times and The Sunday Times,3,3
2022-06-24,Daily Mail and Mail on Sunday,8,0
2022-06-24,Daily Mirror,6,0
2022-06-24,Metro,2,1
2022-06-24,The Daily Telegraph,1,1
2022-06-24,The Guardian,3,3
2022-06-24,The Independent,11,3
2022-06-24,The Sun,2,0
2022-06-24,The Times and The Sunday Times,2,3
2022-06-25,Daily Mail and Mail on Sunday,2,2
2022-06-25,Daily Mirror,0,0
2022-06-25,Metro,0,0
2022-06-25,The Daily Telegraph,5,1
2022-06-25,The Guardian,4,1
2022-06-25,The Independent,11,2
2022-06-25,The Sun,1,0
2022-06-25,The Times and The Sunday Times,2,4
2022-06-26,Daily Mail and Mail on Sunday,2,0
2022-06-26,Daily Mirror,1,0
2022-06-26,Metro,0,0
2022-06-26,The Daily Telegraph,0,0
2022-06-26,The Guardian,1,0
2022-06-26,The Independent,5,6
2022-06-26,The Sun,3,0
2022-06-26,The Times and The Sunday Times,0,1
2022-06-27,Daily Mail and Mail on Sunday,3,1
2022-06-27,Daily Mirror,3,0
2022-06-27,Metro,1,0
2022-06-27,The Daily Telegraph,4,0
2022-06-27,The Guardian,3,0
2022-06-27,The Independent,11,10
2022-06-27,The Sun,1,0
2022-06-27,The Times and The Sunday Times,1,1
2022-06-28,Daily Mail and Mail on Sunday,2,3
2022-06-28,Daily Mirror,3,0
2022-06-28,Metro,1,0
2022-06-28,The Daily Telegraph,1,3
2022-06-28,The Guardian,1,2
2022-06-28,The Independent,6,6
2022-06-28,The Sun,0,0
2022-06-28,The Times and The Sunday Times,2,3
2022-06-29,Daily Mail and Mail on Sunday,2,0
2022-06-29,Daily Mirror,5,0
2022-06-29,Metro,4,0
2022-06-29,The Daily Telegraph,2,1
2022-06-29,The Guardian,3,1
2022-06-29,The Independent,6,7
2022-06-29,The Sun,0,1
2022-06-29,The Times and The Sunday Times,1,0
2022-06-30,Daily Mail and Mail on Sunday,1,0
2022-06-30,Daily Mirror,2,1
2022-06-30,Metro,1,0
2022-06-30,The Daily Telegraph,2,1
2022-06-30,The Guardian,2,2
2022-06-30,The Independent,4,6
2022-06-30,The Sun,2,0
2022-06-30,The Times and The Sunday Times,2,0
2022-07-01,Daily Mail and Mail on Sunday,3,0
2022-07-01,Daily Mirror,2,0
2022-07-01,Metro,2,1
2022-07-01,The Daily Telegraph,2,1
2022-07-01,The Guardian,4,3
2022-07-01,The Independent,5,4
2022-07-01,The Sun,1,0
2022-07-01,The Times and The Sunday Times,5,2
2022-07-02,Daily Mail and Mail on Sunday,2,0
2022-07-02,Daily Mirror,1,1
2022-07-02,Metro,0,0
2022-07-02,The Daily Telegraph,7,2
2022-07-02,The Guardian,0,0
2022-07-02,The Independent,3,0
2022-07-02,The Sun,3,0
2022-07-02,The Times and The Sunday Times,2,2
2022-07-03,Daily Mail and Mail on Sunday,1,1
2022-07-03,Daily Mirror,2,0
2022-07-03,Metro,0,0
2022-07-03,The Daily Telegraph,0,0
2022-07-03,The Guardian,1,0
2022-07-03,The Independent,1,2
2022-07-03,The Sun,1,0
2022-07-03,The Times and The Sunday Times,0,2
2022-07-04,Daily Mail and Mail on Sunday,0,1
2022-07-04,Daily Mirror,1,1
2022-07-04,Metro,1,0
2022-07-04,The Daily Telegraph,1,1
2022-07-04,The Guardian,1,1
2022-07-04,The Independent,1,4
2022-07-04,The Sun,0,0
2022-07-04,The Times and The Sunday Times,1,0
2022-07-05,Daily Mail and Mail on Sunday,1,0
2022-07-05,Daily Mirror,1,0
2022-07-05,Metro,1,0
2022-07-05,The Daily Telegraph,1,0
2022-07-05,The Guardian,0,1
2022-07-05,The Independent,4,4
2022-07-05,The Sun,2,0
2022-07-05,The Times and The Sunday Times,3,1
2022-07-06,Daily Mail and Mail on Sunday,1,0
2022-07-06,Daily Mirror,3,0
2022-07-06,Metro,0,0
2022-07-06,The Daily Telegraph,2,2
2022-07-06,The Guardian,2,4
2022-07-06,The Independent,4,2
2022-07-06,The Sun,0,0
2022-07-06,The Times and The Sunday Times,1,2
2022-07-07,Daily Mail and Mail on Sunday,0,1
2022-07-07,Daily Mirror,0,1
2022-07-07,Metro,0,0
2022-07-07,The Daily Telegraph,1,0
2022-07-07,The Guardian,0,0
2022-07-07,The Independent,1,3
2022-07-07,The Sun,2,1
2022-07-07,The Times and The Sunday Times,1,1
2022-07-08,Daily Mail and Mail on Sunday,0,0
2022-07-08,Daily Mirror,0,1
2022-07-08,Metro,0,0
2022-07-08,The Daily Telegraph,2,0
2022-07-08,The Guardian,1,2
2022-07-08,The Independent,2,1
2022-07-08,The Sun,0,0
2022-07-08,The Times and The Sunday Times,0,1
2022-07-09,Daily Mail and Mail on Sunday,1,0
2022-07-09,Daily Mirror,0,0
2022-07-09,Metro,0,0
2022-07-09,The Daily Telegraph,0,0
2022-07-09,The Guardian,0,3
2022-07-09,The Independent,1,2
2022-07-09,The Sun,1,0
2022-07-09,The Times and The Sunday Times,3,1
2022-07-10,Daily Mail and Mail on Sunday,1,1
2022-07-10,Daily Mirror,2,0
2022-07-10,Metro,0,0
2022-07-10,The Daily Telegraph,0,0
2022-07-10,The Guardian,2,0
2022-07-10,The Independent,0,0
2022-07-10,The Sun,1,0
2022-07-10,The Times and The Sunday Times,3,0
2022-07-11,Daily Mail and Mail on Sunday,0,1
2022-07-11,Daily Mirror,0,0
2022-07-11,Metro,0,0
2022-07-11,The Daily Telegraph,0,0
2022-07-11,The Guardian,2,0
2022-07-11,The Independent,2,3
2022-07-11,The Sun,0,1
2022-07-11,The Times and The Sunday Times,2,0
2022-07-12,Daily Mail and Mail on Sunday,2,1
2022-07-12,Daily Mirror,0,0
2022-07-12,Metro,2,0
2022-07-12,The Daily Telegraph,2,0
2022-07-12,The Guardian,1,2
2022-07-12,The Independent,0,1
2022-07-12,The Sun,3,0
2022-07-12,The Times and The Sunday Times,3,0
2022-07-13,Daily Mail and Mail on Sunday,0,0
2022-07-13,Daily Mirror,1,0
2022-07-13,Metro,0,0
2022-07-13,The Daily Telegraph,0,0
2022-07-13,The Guardian,0,3
2022-07-13,The Independent,4,0
2022-07-13,The Sun,1,0
2022-07-13,The Times and The Sunday Times,0,1
2022-07-14,Daily Mail and Mail on Sunday,0,2
2022-07-14,Daily Mirror,1,0
2022-07-14,Metro,1,0
2022-07-14,The Daily Telegraph,3,0
2022-07-14,The Guardian,1,0
2022-07-14,The Independent,7,0
2022-07-14,The Sun,3,0
2022-07-14,The Times and The Sunday Times,1,0
2022-07-15,Daily Mail and Mail on Sunday,3,1
2022-07-15,Daily Mirror,2,0
2022-07-15,Metro,0,0
2022-07-15,The Daily Telegraph,3,0
2022-07-15,The Guardian,0,1
2022-07-15,The Independent,3,2
2022-07-15,The Sun,0,0
2022-07-15,The Times and The Sunday Times,2,1
2022-07-16,Daily Mail and Mail on Sunday,2,1
2022-07-16,Daily Mirror,0,0
2022-07-16,Metro,0,0
2022-07-16,The Daily Telegraph,1,1
2022-07-16,The Guardian,0,3
2022-07-16,The Independent,1,1
2022-07-16,The Sun,1,0
2022-07-16,The Times and The Sunday Times,2,1
2022-07-17,Daily Mail and Mail on Sunday,1,0
2022-07-17,Daily Mirror,2,0
2022-07-17,Metro,0,0
2022-07-17,The Daily Telegraph,0,0
2022-07-17,The Guardian,0,1
2022-07-17,The Independent,1,0
2022-07-17,The Sun,2,0
2022-07-17,The Times and The Sunday Times,1,1
2022-07-18,Daily Mail and Mail on Sunday,0,0
2022-07-18,Daily Mirror,2,0
2022-07-18,Metro,0,0
2022-07-18,The Daily Telegraph,0,1
2022-07-18,The Guardian,1,1
2022-07-18,The Independent,0,1
2022-07-18,The Sun,0,0
2022-07-18,The Times and The Sunday Times,0,0
2022-07-19,Daily Mail and Mail on Sunday,0,1
2022-07-19,Daily Mirror,2,0
2022-07-19,Metro,0,0
2022-07-19,The Daily Telegraph,1,0
2022-07-19,The Guardian,1,3
2022-07-19,The Independent,6,0
2022-07-19,The Sun,0,0
2022-07-19,The Times and The Sunday Times,1,0
2022-07-20,Daily Mail and Mail on Sunday,2,0
2022-07-20,Daily Mirror,1,0
2022-07-20,Metro,0,0
2022-07-20,The Daily Telegraph,3,0
2022-07-20,The Guardian,0,3
2022-07-20,The Independent,2,4
2022-07-20,The Sun,1,0
2022-07-20,The Times and The Sunday Times,3,0
2022-07-21,Daily Mail and Mail on Sunday,3,0
2022-07-21,Daily Mirror,1,1
2022-07-21,Metro,1,0
2022-07-21,The Daily Telegraph,2,0
2022-07-21,The Guardian,0,2
2022-07-21,The Independent,3,3
2022-07-21,The Sun,2,0
2022-07-21,The Times and The Sunday Times,3,0
2022-07-22,Daily Mail and Mail on Sunday,1,0
2022-07-22,Daily Mirror,1,0
2022-07-22,Metro,1,1
2022-07-22,The Daily Telegraph,0,0
2022-07-22,The Guardian,1,0
2022-07-22,The Independent,6,1
2022-07-22,The Sun,2,0
2022-07-22,The Times and The Sunday Times,0,0
2022-07-23,Daily Mail and Mail on Sunday,3,0
2022-07-23,Daily Mirror,1,1
2022-07-23,Metro,0,0
2022-07-23,The Daily Telegraph,3,1
2022-07-23,The Guardian,1,0
2022-07-23,The Independent,1,1
2022-07-23,The Sun,2,0
2022-07-23,The Times and The Sunday Times,6,1
2022-07-24,Daily Mail and Mail on Sunday,1,0
2022-07-24,Daily Mirror,2,0
2022-07-24,Metro,0,0
2022-07-24,The Daily Telegraph,0,0
2022-07-24,The Guardian,1,0
2022-07-24,The Independent,1,1
2022-07-24,The Sun,1,0
2022-07-24,The Times and The Sunday Times,0,0
2022-07-25,Daily Mail and Mail on Sunday,1,0
2022-07-25,Daily Mirror,0,0
2022-07-25,Metro,0,0
2022-07-25,The Daily Telegraph,0,1
2022-07-25,The Guardian,3,0
2022-07-25,The Independent,5,1
2022-07-25,The Sun,1,1
2022-07-25,The Times and The Sunday Times,2,0
2022-07-26,Daily Mail and Mail on Sunday,1,0
2022-07-26,Daily Mirror,1,0
2022-07-26,Metro,2,0
2022-07-26,The Daily Telegraph,4,1
2022-07-26,The Guardian,3,1
2022-07-26,The Independent,5,1
2022-07-26,The Sun,3,0
2022-07-26,The Times and The Sunday Times,4,0
2022-07-27,Daily Mail and Mail on Sunday,3,0
2022-07-27,Daily Mirror,2,2
2022-07-27,Metro,1,0
2022-07-27,The Daily Telegraph,4,0
2022-07-27,The Guardian,8,1
2022-07-27,The Independent,8,3
2022-07-27,The Sun,3,0
2022-07-27,The Times and The Sunday Times,3,2
2022-07-28,Daily Mail and Mail on Sunday,3,0
2022-07-28,Daily Mirror,3,0
2022-07-28,Metro,2,0
2022-07-28,The Daily Telegraph,4,1
2022-07-28,The Guardian,6,3
2022-07-28,The Independent,5,4
2022-07-28,The Sun,2,0
2022-07-28,The Times and The Sunday Times,4,0
2022-07-29,Daily Mail and Mail on Sunday,3,0
2022-07-29,Daily Mirror,2,0
2022-07-29,Metro,0,0
2022-07-29,The Daily Telegraph,3,0
2022-07-29,The Guardian,3,1
2022-07-29,The Independent,8,2
2022-07-29,The Sun,1,0
2022-07-29,The Times and The Sunday Times,1,2
2022-07-30,Daily Mail and Mail on Sunday,1,1
2022-07-30,Daily Mirror,0,0
2022-07-30,Metro,0,0
2022-07-30,The Daily Telegraph,3,0
2022-07-30,The Guardian,2,2
2022-07-30,The Independent,4,1
2022-07-30,The Sun,0,0
